NR.AhR,NR.AR,NR.AR.LBD,NR.Aromatase,NR.ER,NR.ER.LBD,NR.PPAR.gamma,SR.ARE,SR.ATAD5,SR.HSE,SR.MMP,SR.p53
0.8015567765567766,0.8131703131703132,0.797626112759644,0.5775805391190006,0.6564412484700122,0.8450189891907683,0.6647058823529411,0.7451388888888889,0.8311837862736067,0.7172106824925817,0.7624542124542124,0.6911646586345382
0.7956413004644516,0.7375541125541125,0.842436974789916,0.8104956268221575,0.636904761904762,0.8246268656716418,0.7034883720930233,0.6465372633596933,0.7971652003910068,0.6168132942326491,0.7110842726784755,0.7951522951522951
0.8085003388517766,0.7343283582089553,0.8579856721449641,0.8225874420564686,0.6692652329749105,0.8046132971506106,0.7155425219941349,0.6564495530012772,0.7107142857142857,0.5903193612774451,0.7403414195867025,0.8047619047619048
0.8573087193776848,0.750369822485207,0.7505952380952381,0.6694386694386694,0.6390211308778084,0.7985901309164151,0.8991202346041055,0.723045822102426,0.8148809523809525,0.7838179519595447,0.8602707006369428,0.7460784313725489
0.7812874850059977,0.7613095238095239,0.8898809523809523,0.8244047619047619,0.7758885850991113,0.7760322255790534,0.7744047619047619,0.7242812219227314,0.8230538230538231,0.8635014836795252,0.8413072776280323,0.8236788617886179
